id,electricity_unit,water_unit,otherfee,parking_unit,room_code,room_id,price,house_name,is_allow_electric_car,electricity_fee,water_fee,card_fee,washing_machine_fee,parking_fee,garbage_fee,card_unit,garbage_unit,has_wifi,address,amenities,last_update,created_at,updated_at,latitude,longitude
0e4673b0-5f3f-4e4f-9a26-168b41d9c509,,,0,,P303,0fd43ae6-ebac-4c4f-841d-9342b37c31e9,8700000,525/44 THT,Chưa xác định,3700,100000,0,0,280000,0,,,True,"525/44 Tô Hiến Thành, Phường 14, Quận 10, Thành phố Hồ Chí Minh","""Vị trí: Nhánh thông hẻm 525 | \nThực tế: An ninh, phù hợp làm văn phòng đại diện | \nTiện ích: Chợ thuốc, BV 115, trường học các cấp.""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8187622,106.7068282
102e3722-4c35-485a-88b5-d26fe031ab16,/kWh,/ng,0,/xe,M5,10e059f3-fe30-4fa1-ac47-b695b5b0b3a1,3700000,"87/9 ĐƯỜNG 104 (gen_random_uuid(),  MAN THIỆN)",Chưa xác định,3500,100000,0,0,100000,100000,/ng,/ph,False,"87/9 đường số 104, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Sinh viên | \nVị trí: Đường số 104 | Lê Văn Việt | Man Thiện | Giáp Khu CNC (gen_random_uuid(), 5p) | Cách CĐ Công Thương (gen_random_uuid(), 2p) | \nTiện ích: CĐ Công Thương | Chợ Nhỏ | Công viên | \nThực tế: Khu vực yên tĩnh""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8674108,106.8045197
10619f32-01d2-48de-885f-60cc77915d5a,/kWh,/ng,0,/xe,P.004,11182ecf-4968-47a7-a0bd-43929e46d285,6500000,25 LONG THÀNH MỸ,false,3500,120000,0,0,0,0,/ng,/ph,False,"25 Long Thành Mỹ, Phường Long Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Công nhân | \nVị trí: Nguyễn Xiển | Lê Văn Việt | Hoàng Hữu Nam | Giáp Dĩ An (gen_random_uuid(), 5p) | Cách Khu CNC (gen_random_uuid(), 10p) | \nTiện ích: ĐH Giao thông Vận tải | Chợ Long Bình | Công viên | \nThực tế: Gần khu công nghệ cao""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8457244,106.8249973
1158afa1-c913-424f-a41f-d2fad07ed328,/kWh,/ng,0,/xe,G00,11f44033-e6aa-48f0-98a5-eed35ee70f4a,4000000,92/14/10 ĐƯỜNG SỐ 2,false,4000,100000,0,0,0,150000,/ng,/ph,True,"92/14/10 Đường Số 2, Phường Trường Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Dân văn phòng | \nVị trí: Xa lộ Hà Nội | Đặng Văn Bi | Phạm Văn Đồng | Giáp Bình Thạnh (gen_random_uuid(), 10p) | Cách Ga Metro (gen_random_uuid(), 3p) | \nTiện ích: ĐH Kiến trúc CS2 | Chợ Thủ Đức | Công viên | \nThực tế: Giao thông thuận tiện""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.826595,106.7582051
11aa157e-edf6-4f20-844e-a683c4dfb5c1,/kWh,/m3,0,/xe,208,13872014-1fb9-48fd-8643-c254b6bb8818,3500000,42A MÃ LÒ,Chưa xác định,3900,29000,0,0,100000,150000,/ng,/ph,False,"42A MÃ LÒ, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh","""Quận Bình Tân - PHÙ HỢP Người đi làm | \nVị trí: Mã Lò | Hương Lộ 2 | Tỉnh Lộ 10 | Giáp Quận 6 (gen_random_uuid(), 10p) | Cách AEON Mall (gen_random_uuid(), 5p) | \nTiện ích: Trường THCS Bình Trị Đông | Chợ Lê Đình Cẩn | Công viên | \nThực tế: Gần trung tâm thương mại""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7703543,106.5995759
11d46516-8b57-4477-8217-d0258c166a90,/kWh,/m3,0,/xe,403,13aaec3a-f696-4e08-8421-26bef48316ac,3500000,42A MÃ LÒ,Chưa xác định,3900,29000,0,0,100000,150000,/ng,/ph,False,"42A MÃ LÒ, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh","""Quận Bình Tân - PHÙ HỢP Người đi làm | \nVị trí: Mã Lò | Hương Lộ 2 | Tỉnh Lộ 10 | Giáp Quận 6 (gen_random_uuid(), 10p) | Cách AEON Mall (gen_random_uuid(), 5p) | \nTiện ích: Trường THCS Bình Trị Đông | Chợ Lê Đình Cẩn | Công viên | \nThực tế: Gần trung tâm thương mại""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7703543,106.5995759
15d1aaab-a452-4bed-bdc1-b8871379bdaf,/kWh,/ng,0,/xe,M3,13b5e960-739f-4478-bba6-08432c3c6930,3700000,"87/9 ĐƯỜNG 104 (gen_random_uuid(),  MAN THIỆN)",Chưa xác định,3500,100000,0,0,100000,100000,/ng,/ph,False,"87/9 đường số 104, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Sinh viên | \nVị trí: Đường số 104 | Lê Văn Việt | Man Thiện | Giáp Khu CNC (gen_random_uuid(), 5p) | Cách CĐ Công Thương (gen_random_uuid(), 2p) | \nTiện ích: CĐ Công Thương | Chợ Nhỏ | Công viên | \nThực tế: Khu vực yên tĩnh""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8674108,106.8045197
16ea3e08-2fec-4b9b-806f-ac08ef06dd43,/kWh,/ng,0,/xe,406,14c67686-ce09-420b-87b6-adf0c050d82e,4500000,48/4 ĐÔNG HƯNG THUẬN 40,false,3800,100000,0,0,0,180000,/ng,/ph,False,"48/4 Đông Hưng Thuận 40, Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh","""Quận 12 - PHÙ HỢP Ở/VP\nVị trí: Đông Hưng Thuận 40 | Gần Nguyễn Văn Quá (gen_random_uuid(), 2p) \nTiện ích: Trường học | Chợ đêm | Bách Hóa Xanh \nThực tế: Hẻm thông xe hơi, khu dân cư ổn định, hạ tầng hoàn thiện""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8612652,106.6642083
17da1df4-9a66-4d02-bddb-d3cdc8f04a9d,/kWh,/ng,0,/xe,P404,16cdad58-a01c-4210-bad0-5c65b2a3b0a7,6600000,282/6A BHN,Chưa xác định,0,0,0,0,0,0,/ng,/ph,True,"282/6A bùi hữu nghĩa, Phường 02, Quận Bình Thạnh, Thành phố Hồ Chí Minh","""BÌNH THẠNH - PHỐ CHỢ ĐÊM | \nVị trí: Bùi Hữu Nghĩa - Sát Chợ Bà Chiểu | \nTiện ích: Chợ Bà Chiểu, UBND Quận Bình Thạnh, BV Gia Định | \nThực tế: Vị trí vàng để kinh doanh ẩm thực và thời trang hẻm.""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.780093,106.6994812
17ea2909-c6c7-4cd5-84b5-7e1c41f1f38f,/kWh,/ng,0,/xe,4,16d2d03f-fe67-472a-9177-f129ce28bb02,3300000,14/1 LÀNG TÂN PHÚ,false,4000,100000,0,0,0,100000,/ng,/ph,False,"14/1 Đường Làng Tân Phú, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Sinh viên | \nVị trí: Làng Tân Phú | Lê Văn Việt | Man Thiện | Giáp Khu CNC (gen_random_uuid(), 5p) | Cách CĐ Công Thương (gen_random_uuid(), 3p) | \nTiện ích: CĐ Công Thương | Chợ đêm Man Thiện | Công viên | \nThực tế: Gần trường, sầm uất""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8674108,106.8045197
1ebb0494-48cf-4596-af31-c57ac9435b08,/kWh,/ng,0,/xe,MR109-309,176a98ca-4157-43e7-b22a-e42e49e75469,4990000,38/3-5-7 NGUYỄN VĂN TRỖI,Chưa xác định,4000,120000,0,0,100000,200000,/ng,/ph,False,"38/3-5-7 Nguyễn Văn Trỗi, Phường 04, Quận Phú Nhuận, Thành phố Hồ Chí Minh","""Quận Phú Nhuận - PHÙ HỢP Dân văn phòng | \nVị trí: Nguyễn Văn Trỗi | Hoàng Văn Thụ | Huỳnh Văn Bánh | Giáp Quận 1 (gen_random_uuid(), 5p) | Cách Sân bay Tân Sơn Nhất (gen_random_uuid(), 10p) | \nTiện ích: ĐH Tài nguyên | Siêu thị Co.opmart | Công viên Hoàng Văn Thụ | \nThực tế: Giao thông thuận lợi""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8010061,106.6797643
1ff4cae0-7196-455e-8450-d3247b27091f,/kWh,/ng,0,/xe,404,17ec71c1-756b-4f64-b191-709ef9440984,3200000,258 TRƯỜNG CHINH,false,3600,80000,0,60000,0,150000,/ng,/ph,False,"258 Trường Chinh, Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh","""Quận 12 - PHÙ HỢP SHOWROOM\nVị trí: Trường Chinh | Đông Hưng Thuận | Gần Cầu Tham Lương \nTiện ích: Trạm Metro số 2 | BigC Pandora | KCN Tân Bình \nThực tế: Trục đường huyết mạch cửa ngõ Tây Bắc, mặt tiền rộng, quảng bá cực tốt""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8308138,106.6222679
22e545a3-efe7-4cae-8dc5-c19f4a24ef11,/kWh,/ng,0,/xe,P.103,186ca0f9-5ebd-4adf-9d56-a40e217d2708,3500000,PHÚC SANG,Chưa xác định,3800,100000,50000,0,100000,200000,/ng,/ph,True,"1017/58/3/7 Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh","""Nhà Bè - PHÙ HỢP GIA ĐÌNH\nVị trí: Lê Văn Lương | Phước Kiển | Giáp Q.7 (gen_random_uuid(), 5p) | Cách SC VivoCity (gen_random_uuid(), 10p) \nTiện ích: RMIT | Lotte Mart | BV FV \nThực tế: N gian thoáng mát, liền kề tiện ích Q7""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.6510014,106.7258641
232405f7-f02c-424f-85b2-655f168193ac,/kWh,/ng,0,/xe,201,19b9311a-a28b-4632-b061-60740d716e98,6500000,355/7 LÊ VĂN LƯƠNG,false,4000,100000,0,0,100000,200000,/ng,/ph,False,"355/7 Lê Văn Lương, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","""Quận 7 - PHÙ HỢP [SINH VIÊN & NGƯỜI ĐI LÀM Q4, Q1] | \nVị trí: Lê Văn Lương | Nguyễn Thị Thập | Trần Xuân Soạn | Giáp Quận 4 (gen_random_uuid(), 3p) | Cách Lotte Mart (gen_random_uuid(), 2p) | \nTiện ích: ĐH Tôn Đức Thắng - Rmit | Lotte Mart | BV FV | \nThực tế: Thiên đường ẩm thực sinh viên, đi Q4 rất gần.""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7282649,106.7126125
27681c7f-668e-4dd0-84aa-e69263903ae3,/kWh,/ng,0,/xe,P.003,1a26cfae-c2a9-45a6-87ef-8cedf635f5d9,6500000,25 LONG THÀNH MỸ,false,3500,120000,0,0,0,0,/ng,/ph,False,"25 Long Thành Mỹ, Phường Long Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Công nhân | \nVị trí: Nguyễn Xiển | Lê Văn Việt | Hoàng Hữu Nam | Giáp Dĩ An (gen_random_uuid(), 5p) | Cách Khu CNC (gen_random_uuid(), 10p) | \nTiện ích: ĐH Giao thông Vận tải | Chợ Long Bình | Công viên | \nThực tế: Gần khu công nghệ cao""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8457244,106.8249973
28a304f8-3fd2-47c0-9165-8d088e3bcd3e,/kWh,/ng,120000,/xe,203,1e23f394-b3db-453e-accf-33f1c9eec2df,5000000,138 ĐƯỜNG SỐ 1,Chưa xác định,4000,100000,0,0,0,0,/ng,/ph,True,"138 đường số 1, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Dân văn phòng | \nVị trí: Đường số 1 | Xa lộ Hà Nội | Mai Chí Thọ | Giáp Quận 1 (gen_random_uuid(), 10p) | Cách Vista Verde (gen_random_uuid(), 3p) | \nTiện ích: ĐH Quốc tế Sài Gòn | Siêu thị Mega Market | Công viên An Phú | \nThực tế: Khu vực trung tâm, thuận tiện""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.9586396,106.7488638
298b6316-9cb5-445f-936b-f982257f055c,/kWh,/m3,0,/xe,111,1ea370bc-c717-4b11-83ce-b6f99b8cde3c,3600000,163A ĐƯỜNG SỐ 339,Chưa xác định,4000,25000,0,20000,100000,210000,/ng,/ph,,"163A đường số 339, Phường Phước Long B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Sinh viên | \nVị trí: Đường số 339 | Đỗ Xuân Hợp | Xa lộ Hà Nội | Giáp Quận 2 (gen_random_uuid(), 5p) | Cách Khu CNC (gen_random_uuid(), 10p) | \nTiện ích: ĐH GTVT CS2 | Chợ Phước Long B | Công viên | \nThực tế: Giao thông thuận tiện""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.824553,106.7690916
29aef15d-506f-4d27-831a-818c9ce99bc7,/kWh,/ng,0,/xe,P.423,209e9558-6330-4c2b-84db-77dff2b29dda,2900000,346/11B MÃ LÒ,Chưa xác định,3800,80000,0,0,120000,150000,/ng,/ph,True,"346/11B Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh","""Quận Bình Tân - PHÙ HỢP Người đi làm | \nVị trí: Mã Lò | Hương Lộ 2 | Tỉnh Lộ 10 | Giáp Quận 6 (gen_random_uuid(), 10p) | Cách AEON Mall (gen_random_uuid(), 5p) | \nTiện ích: Trường THCS Bình Trị Đông | Chợ Lê Đình Cẩn | Công viên | \nThực tế: Gần trung tâm thương mại""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7703543,106.5995759
2a957efa-0965-4755-8d19-604f21b6ded7,/kWh,/ng,0,/xe,102,214f3278-ba59-46c9-a914-37a7030dba2d,5800000,355/7 LÊ VĂN LƯƠNG,false,4000,100000,0,0,100000,200000,/ng,/ph,False,"355/7 Lê Văn Lương, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","""Quận 7 - PHÙ HỢP [SINH VIÊN & NGƯỜI ĐI LÀM Q4, Q1] | \nVị trí: Lê Văn Lương | Nguyễn Thị Thập | Trần Xuân Soạn | Giáp Quận 4 (gen_random_uuid(), 3p) | Cách Lotte Mart (gen_random_uuid(), 2p) | \nTiện ích: ĐH Tôn Đức Thắng - Rmit | Lotte Mart | BV FV | \nThực tế: Thiên đường ẩm thực sinh viên, đi Q4 rất gần.""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7282649,106.7126125
2b505c6f-c64d-414a-804b-287425838b89,/kWh,/ng,150000,/xe,202,2152281d-7ac9-46bc-ac11-d25055c3e512,4200000,127 ĐƯỜNG SỐ 82,false,3800,100000,0,0,0,0,/ng,/ph,True,"127 đường số 82, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Chuyên gia | \nVị trí: Đường số 82 | Đồng Văn Cống | Mai Chí Thọ | Giáp Quận 2 (gen_random_uuid(), 5p) | Cách UBND Thủ Đức (gen_random_uuid(), 2p) | \nTiện ích: THPT Lương Thế Vinh | Chợ Thạnh Mỹ Lợi | Công viên Thạnh Mỹ Lợi | \nThực tế: Khu dân cư mới, hiện đại""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.769795,106.7606185
2ba0cc13-0d61-4204-b499-ceb1235b9bf2,/kWh,/ng,0,/xe,P402,22a17e37-359f-4f82-8898-2addb14f858c,6800000,606/62 - 64 ĐƯỜNG 3/2,Chưa xác định,0,0,0,0,0,0,/ng,/ph,False,"606/62 - 64 Đường 3/2, Phường 14, Quận 10, Thành phố Hồ Chí Minh","""Vị trí: Hẻm xe tải thông thoáng | \nThực tế: Hẻm kinh doanh mạnh, nhiều văn phòng, kho hàng nội thất | \nTiện ích: BV Trưng Vương, ĐH Bách Khoa, SVĐ Phú Thọ.""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8187622,106.7068282
2ce1f4e6-346c-4aea-ae82-92f25c0659fc,/kWh,/m3,0,/xe,411,231a8ca8-e127-4425-9859-d86c5a3dc3d3,3500000,42A MÃ LÒ,Chưa xác định,3900,29000,0,0,100000,150000,/ng,/ph,False,"42A MÃ LÒ, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh","""Quận Bình Tân - PHÙ HỢP Người đi làm | \nVị trí: Mã Lò | Hương Lộ 2 | Tỉnh Lộ 10 | Giáp Quận 6 (gen_random_uuid(), 10p) | Cách AEON Mall (gen_random_uuid(), 5p) | \nTiện ích: Trường THCS Bình Trị Đông | Chợ Lê Đình Cẩn | Công viên | \nThực tế: Gần trung tâm thương mại""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.7703543,106.5995759
2dcc4b9c-2a4d-4a53-b243-9a79effa3583,/kWh,/ng,0,/xe,P.005,28ed91f0-e5a2-4268-ade6-c0c0bd052c00,6500000,25 LONG THÀNH MỸ,false,3500,120000,0,0,0,0,/ng,/ph,False,"25 Long Thành Mỹ, Phường Long Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh","""Thành phố Thủ Đức - PHÙ HỢP Công nhân | \nVị trí: Nguyễn Xiển | Lê Văn Việt | Hoàng Hữu Nam | Giáp Dĩ An (gen_random_uuid(), 5p) | Cách Khu CNC (gen_random_uuid(), 10p) | \nTiện ích: ĐH Giao thông Vận tải | Chợ Long Bình | Công viên | \nThực tế: Gần khu công nghệ cao""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.8457244,106.8249973
30c24c66-8c25-493f-bd3e-73abe33e14f8,/kWh,/ng,0,/xe,101,29d338cc-cb06-4f6e-b491-7447c0b6bd54,3900000,241 AN DƯƠNG VƯƠNG,false,3800,100000,0,0,120000,150000,/ng,/ph,True,"241 An Dương Vương, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh","""Quận Bình Tân - PHÙ HỢP Dân văn phòng | \nVị trí: An Dương Vương | Võ Văn Kiệt | Kinh Dương Vương | Giáp Quận 8 (gen_random_uuid(), 3p) | Cách Bến xe Miền Tây (gen_random_uuid(), 5p) | \nTiện ích: ĐH Công nghệ TP.HCM | Chợ An Dương Vương | Công viên | \nThực tế: Thuận tiện di chuyển""",,2026-05-20 09:31:02.172335+00,2026-05-20 09:31:02.172335+00,10.773806,106.6471276
