"id","kitchen","desk","bed","elevator","tivi","mattress","cooling_type","pet","parking_space","toilet","time","gatelock","room_area","bancony","fridge","washer","hotwater","air_conditioner","kitchent_sink","window","drying_yard","wardrobe","floor","skylight","attic","created_at","updated_at"
"0fd43ae6-ebac-4c4f-841d-9342b37c31e9",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,False,False,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"10e059f3-fe30-4fa1-ac47-b695b5b0b3a1",False,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","18m2",False,False,False,False,True,True,True,"Chung",False,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"11182ecf-4968-47a7-a0bd-43929e46d285",True,False,True,False,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Vân tay","24m2",False,False,NULL,False,False,True,True,"Chung",True,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"11f44033-e6aa-48f0-98a5-eed35ee70f4a",True,False,True,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Thẻ từ","20m2",False,False,NULL,True,True,True,False,"Riêng",False,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"13872014-1fb9-48fd-8643-c254b6bb8818",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"13aaec3a-f696-4e08-8421-26bef48316ac",True,False,False,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"13b5e960-739f-4478-bba6-08432c3c6930",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"14c67686-ce09-420b-87b6-adf0c050d82e",True,False,False,True,False,False,"Duplex",False,"Chung","Riêng","Tự do","Vân tay","25m2",True,False,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"16cdad58-a01c-4210-bad0-5c65b2a3b0a7",True,False,False,False,False,False,"Phòng thường",NULL,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,False,False,True,True,True,"Chung",True,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"16d2d03f-fe67-472a-9177-f129ce28bb02",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,True,True,True,True,"Chung",True,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"176a98ca-4157-43e7-b22a-e42e49e75469",True,False,False,True,False,True,"Duplex",True,"Chung","Riêng","Tự do","Vân tay","25m",False,False,NULL,False,True,True,False,"Chung",False,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"17ec71c1-756b-4f64-b191-709ef9440984",True,False,False,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 3",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"186ca0f9-5ebd-4adf-9d56-a40e217d2708",True,False,True,False,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",True,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"19b9311a-a28b-4632-b061-60740d716e98",True,False,False,False,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","Vân tay","25m2",False,False,False,False,True,True,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"1a26cfae-c2a9-45a6-87ef-8cedf635f5d9",True,False,True,False,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","","25m2",True,True,NULL,True,True,True,True,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"1e23f394-b3db-453e-accf-33f1c9eec2df",True,False,False,False,False,False,"Sleepbox",False,"Bãi ngoài","Chung","Tự do","Khóa thường","1,3mx2m",False,False,NULL,False,True,True,True,"Chung",False,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"1ea370bc-c717-4b11-83ce-b6f99b8cde3c",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","22m2",False,False,NULL,False,False,True,False,"Chung",False,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"209e9558-6330-4c2b-84db-77dff2b29dda",True,False,True,False,False,True,"Phòng thường",NULL,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,False,False,True,False,True,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"214f3278-ba59-46c9-a914-37a7030dba2d",True,False,False,True,False,True,"Duplex",True,"Chung","Riêng","Tự do","Vân tay","25M2",False,True,NULL,True,True,True,False,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"2152281d-7ac9-46bc-ac11-d25055c3e512",True,False,False,True,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,False,False,True,True,True,"Chung",False,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"22a17e37-359f-4f82-8898-2addb14f858c",True,False,True,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",True,True,NULL,False,True,True,True,"Chung",True,"Lầu 2",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"231a8ca8-e127-4425-9859-d86c5a3dc3d3",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","12m2",False,False,False,False,False,False,False,"Riêng",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"28ed91f0-e5a2-4268-ade6-c0c0bd052c00",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","18m2",False,False,False,False,False,True,True,"Chung",False,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"29d338cc-cb06-4f6e-b491-7447c0b6bd54",True,False,False,False,False,False,"Phòng không ML",False,"Chung","Riêng","Tự do","Khóa thường","10m2",False,False,False,False,False,False,False,"Riêng",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"2b0b1262-0e57-4138-98b8-37c34e92c070",True,False,False,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 3",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"2d59a940-d563-463d-8d6e-28c27c156e25",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","18m2",False,False,False,False,False,False,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"2e3bf1d0-3300-4d0f-aefa-f2c8bb9b5bc3",True,False,True,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 3",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"2efed717-03c7-495e-bf43-307d4cb8a405",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,False,False,False,True,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"301424da-844e-4ee7-afb9-d266907ca0d8",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"30d45991-e70d-4946-9573-78f767f482a9",True,False,True,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",True,False,False,False,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"310eb919-0fea-4687-9ac1-7993d075803f",True,False,False,True,False,False,"Phòng thường",False,"Trong phòng","Riêng","Tự do","Khóa thường","",False,True,False,False,True,True,False,"Chung",False,"Lầu ",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"33bb2701-2176-4eb1-ac81-99978e1af5e5",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,True,NULL,False,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"38cb1eef-4b66-4c8e-b6f3-5e38a04eb518",True,False,True,False,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,True,NULL,False,True,True,True,"Chung",True,"Lầu 2",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"39bf6b8b-06d0-4e92-a765-7fb4b32d7207",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 5",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"3cc6f7b7-516a-47a6-a458-71824f31322b",True,False,True,False,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",True,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"3e540991-b889-4ec1-908e-0b9af7b1ef05",True,False,False,True,False,True,"Duplex",NULL,"Chung","Riêng","Tự do","Vân tay","25M2",False,True,NULL,True,True,True,False,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"3f3eea83-df2a-4a38-8f0e-2221c70177d9",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","12m2",False,False,False,False,False,False,False,"Riêng",False,"Lầu 3",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"40524e67-b7a5-48f8-a34e-7c3b6cf3c021",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,False,True,True,True,"Chung",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"436b8540-c4c9-40f4-9f53-8c154cf7ab35",True,False,False,False,False,False,"Phòng thường",NULL,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,False,False,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"45661c5a-ed12-4e8e-88be-d8c617a1835b",True,False,False,False,False,False,"Duplex",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,True,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"467d26a3-7da8-4987-ae16-2a4885b39405",True,False,True,False,False,True,"Phòng Studio",False,"Chung","Riêng","Tự do","Vân tay","16m2",False,True,NULL,False,True,True,False,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"46ac5746-c3e4-48ac-8111-9200c23b3141",True,False,True,False,False,True,"1 Phòng ngủ",False,"Chung","Riêng","Tự do","Khóa thường","30m2",False,True,NULL,True,True,True,True,"Chung",True,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"470699c2-733d-4e9f-a41f-06f19b908c66",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"48922aee-ec95-4a01-986e-633df983d7c1",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"494999b4-f75e-46de-874a-580cdb696f7a",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","25m2",False,False,False,False,True,True,False,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"49cf0e6a-2b12-4e6b-b669-7e1b0dc3ae5c",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 5",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"49ff738c-047a-469d-82bf-b54996fe66cd",True,False,False,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"4cd5d1b7-9e13-417e-ad63-3cd3b8824835",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","18m2",False,False,False,False,True,True,True,"Chung",False,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"4d34f4bf-788b-44d7-84c5-62decf69a49a",True,False,True,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20",True,True,NULL,True,True,True,True,"Chung",True,"Lầu 3",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"4d4f8fe5-0894-4830-a281-fdb46cedd5bd",True,False,True,False,False,False,"Phòng thường",True,"Chung","Riêng","Tự do","","25m2",True,True,NULL,True,True,True,True,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"4dc2f7e8-a26c-4ba6-a24f-b472c95a6e66",True,False,False,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"52ab4cc3-5482-4c07-a76b-a551c0dbbd3e",True,False,True,False,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"546a3413-1750-4122-95d7-a9136008d9a6",True,False,False,False,False,False,"Phòng thường",False,"Chung","Chung","Tự do","Vân tay","25m2",False,False,False,False,False,True,False,"Chung",False,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"54aa1c00-ca38-41b2-8591-aaff7256aac8",True,False,False,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"55d29374-b356-4b88-8f81-2dc665e12862",True,False,False,False,False,False,"Sleepbox",False,"Bãi ngoài","Chung","Tự do","Khóa thường","1,3mx2m",False,False,NULL,False,True,True,True,"Chung",False,"Lầu 1",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"56c2a39d-5e6b-408a-954a-db09a20d5374",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20",False,False,NULL,False,False,True,True,"Riêng",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"578ff8eb-4ec0-44f9-b76f-1f68e6598400",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,True,NULL,False,True,True,True,"Chung",True,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"58a0be02-4702-4ac2-bfbe-a5e8480f1028",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"58bac7f0-e72c-47fb-912f-8c2a4ba42dbb",True,False,False,False,False,True,"Duplex",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,False,False,True,False,True,"Chung",True,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"593c09f5-b022-483d-a95c-ff0f9df060d0",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"5d4eca07-2e46-49cb-8733-87a3fdd94bb1",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"5d5f6c0a-d3c4-43c6-ac4a-6186f7b49aac",True,False,False,False,False,False,"Giường Nữ",False,"Bãi ngoài","Chung","Tự do","Khóa thường","1,3mx2m",False,False,NULL,False,True,True,True,"Chung",False,"Lầu 2",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"5d7da85b-667f-43ea-8a69-837cb8301886",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"5e227fd3-a78d-4bf3-aca7-24dde5e50077",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 4",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"5e5b33f6-0dad-4d98-b454-51225f969c7c",True,False,True,False,False,False,"Phòng Studio",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Trệt",True,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"62cabee3-a198-4659-94cb-f1387d887be4",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,True,False,True,True,"Chung",False,"Lầu 2",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"63d9bbb9-5d6c-4858-ba46-aae8cc5ed134",True,False,False,False,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20m2",False,False,False,False,True,True,True,"Chung",True,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"647341cd-b623-42ee-a72c-9ca92f6102b9",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","22m2",False,False,NULL,False,False,True,False,"Chung",False,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6847595f-56c6-4fd7-a04b-66a9d7185882",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 3",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6945de2e-7e15-4afa-8245-4efa87f3eedd",True,False,False,False,False,False,"Duplex",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6ad30377-5bfb-4b3d-90b5-d33e03e5d8ba",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","18m2",False,False,False,False,False,False,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6b0bf521-42ca-4ad4-96ed-c0aeb8b09f7e",True,False,False,True,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Khóa thường","20m2",False,True,NULL,True,True,True,True,"Chung",True,"Lầu 1",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6f7ba2c6-6486-47cc-afc2-8c13a66f1ce3",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"6fca1cca-6e71-47eb-90eb-639fe3caec9e",True,False,True,False,False,True,"Phòng thường",NULL,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,False,False,True,False,True,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"70621a09-ea14-43ff-8a8f-dcce72f8763d",True,False,True,False,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Vân tay","24m2",False,False,NULL,False,False,True,True,"Chung",True,"Lầu 3",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"71148b64-34b3-4234-900a-30be5551c4a4",True,False,False,False,False,False,"Phòng thường",False,"Chung","Chung","Tự do","Vân tay","18m2",False,False,False,False,True,True,True,"Riêng",False,"Trệt",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"72f11dbe-9326-4bd1-9fe0-075bf1d90016",True,False,True,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",True,False,False,False,True,True,True,"Chung",True,"Trệt",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"755b62b2-f621-4ad1-957c-527cc08fc9a4",True,True,True,False,True,True,"Phòng ML",NULL,"Chung","Riêng","Tự do","Vân tay","50m2",False,True,NULL,True,NULL,True,True,"Chung",True,"Lầu 2",NULL,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"757eef50-ff01-4c61-982b-016e648d0fd9",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 2",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"7a574010-f90f-4198-9ac3-e66136919115",True,False,True,False,False,True,"Phòng thường",True,"Chung","Riêng","Tự do","Vân tay","24m2",True,False,NULL,False,False,True,True,"Chung",True,"Lầu 3",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"7aa32b8c-d8f3-4788-a4cb-aeec08d111eb",True,False,False,False,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",False,False,NULL,False,False,True,True,"Chung",False,"Lầu 3",False,True,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"7abffad1-6224-425c-b663-683c657c1439",True,False,False,True,False,False,"Phòng thường",False,"Chung","Riêng","Tự do","Khóa thường","20m2",True,False,NULL,True,True,True,True,"Chung",True,"Lầu 4",True,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
"7b8e6b5e-1a74-4c9c-b669-4aadb651d394",True,False,True,True,False,True,"Phòng thường",False,"Chung","Riêng","Tự do","Vân tay","20",True,True,NULL,True,True,True,True,"Chung",True,"Lầu 3",False,False,"2026-05-20 09:38:28.98654+00","2026-05-20 09:38:28.98654+00"
